timestamp,latency_ms,jitter_ms,loss_pct,bandwidth_mbps,queue_drops,delta_tx_bytes,delta_rx_bytes,rssi_dbm,server_cpu_pct,server_ram_pct,congestion_state
1500,4.055,0.598,0.0,-1.0,0,0,0,-46,13.599999999999994,81.92,MEDIUM
1505,4.94,0.313,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
1510,5.568,1.429,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
1515,4.284,0.105,0.0,-1.0,0,0,0,-46,13.599999999999994,81.92,MEDIUM
1520,4.57,0.412,0.0,0.0,0,0,0,-46,9.5,81.92,MEDIUM
1525,4.606,0.384,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
1530,5.284,0.899,0.0,-1.0,0,0,0,-46,13.599999999999994,81.92,MEDIUM
1535,4.682,1.094,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
1540,5.228,0.899,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
1545,4.779,1.205,0.0,0.0,0,0,0,-46,9.5,82.02,MEDIUM
1550,4.488,0.943,0.0,-1.0,0,0,0,-46,9.5,82.07,MEDIUM
1555,4.669,0.258,0.0,-1.0,0,0,0,-46,9.5,82.13,MEDIUM
1560,4.946,0.879,0.0,-1.0,0,0,0,-46,13.599999999999994,82.28,MEDIUM
1565,5.41,0.142,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
1570,4.538,0.478,0.0,0.0,0,0,0,-46,13.599999999999994,82.02,MEDIUM
1575,4.013,0.194,0.0,-1.0,0,0,0,-46,10.0,82.02,MEDIUM
1580,4.438,0.816,0.0,-1.0,0,0,0,-46,5.0,82.02,MEDIUM
1585,4.128,0.406,0.0,-1.0,0,0,0,-46,10.0,82.23,MEDIUM
1590,4.827,0.153,0.0,-1.0,0,0,0,-46,18.200000000000003,82.23,MEDIUM
1595,5.535,0.226,0.0,0.0,0,0,0,-46,9.5,82.23,MEDIUM
1600,4.345,0.16,0.0,-1.0,0,0,0,-46,9.5,82.28,MEDIUM
1605,4.503,0.647,0.0,-1.0,0,0,0,-46,13.599999999999994,82.23,MEDIUM
1610,5.739,1.471,0.0,-1.0,0,0,0,-46,9.5,82.44,MEDIUM
1615,5.254,1.047,0.0,-1.0,0,0,0,-46,13.599999999999994,82.49,MEDIUM
1620,5.695,1.004,0.0,0.0,0,0,0,-46,13.599999999999994,82.6,MEDIUM
1625,5.25,0.978,0.0,-1.0,0,0,0,-46,13.599999999999994,81.97,MEDIUM
1631,6.787,1.789,0.0,-1.0,0,0,0,-46,100.0,82.8,HIGH
1635,4.006,0.797,0.0,-1.0,0,0,0,-46,50.0,82.13,MEDIUM
1640,4.813,0.387,0.0,-1.0,0,0,0,-46,13.599999999999994,82.02,MEDIUM
1645,4.094,0.36,0.0,0.0,0,0,0,-46,73.9,81.03,MEDIUM
1650,6.285,1.943,0.0,-1.0,0,0,0,-46,9.099999999999994,80.72,MEDIUM
1655,5.106,1.156,0.0,-1.0,0,0,0,-46,28.599999999999994,79.42,MEDIUM
1660,5.609,0.942,0.0,-1.0,0,0,0,-46,9.5,79.52,MEDIUM
1665,4.615,0.292,0.0,-1.0,0,0,0,-46,15.0,79.62,MEDIUM
1670,4.006,0.393,0.0,0.0,0,0,0,-46,14.299999999999997,79.62,MEDIUM
1675,4.983,0.573,0.0,-1.0,0,0,0,-46,13.599999999999994,79.62,MEDIUM
1680,4.571,0.394,0.0,-1.0,0,0,0,-46,17.400000000000006,79.62,MEDIUM
1685,5.314,0.297,0.0,-1.0,0,0,0,-46,9.5,79.62,MEDIUM
1690,4.659,0.58,0.0,-1.0,0,0,0,-46,9.5,79.62,MEDIUM
1695,4.838,0.358,0.0,0.0,0,0,0,-46,10.0,79.57,MEDIUM
1700,4.972,0.355,0.0,-1.0,0,0,0,-46,13.599999999999994,79.57,MEDIUM
1705,5.317,0.502,0.0,-1.0,0,0,0,-46,9.5,79.68,MEDIUM
1710,5.283,0.666,0.0,-1.0,0,0,0,-46,13.599999999999994,79.47,MEDIUM
1715,5.145,1.051,0.0,-1.0,0,0,0,-46,9.5,79.52,MEDIUM
1720,5.077,0.234,0.0,0.0,0,0,0,-46,9.5,79.83,MEDIUM
1725,4.472,0.228,0.0,-1.0,0,0,0,-46,10.0,80.15,MEDIUM
1730,4.666,0.374,0.0,-1.0,0,0,0,-46,13.599999999999994,80.15,MEDIUM
1735,4.466,0.46,0.0,-1.0,0,0,0,-46,9.5,80.3,MEDIUM
1740,4.408,0.265,0.0,-1.0,0,0,0,-46,30.400000000000006,80.35,MEDIUM
1745,3.85,1.332,0.0,0.0,0,0,0,-46,9.5,80.46,MEDIUM
1750,3.804,0.432,0.0,-1.0,0,0,0,-46,9.5,80.51,MEDIUM
1755,3.945,1.03,0.0,-1.0,0,0,0,-46,14.299999999999997,80.67,MEDIUM
1760,3.546,0.318,0.0,-1.0,0,0,0,-46,58.8,81.76,MEDIUM
1765,6.249,1.642,0.0,-1.0,0,0,0,-46,19.0,81.92,MEDIUM
1770,4.021,0.708,0.0,0.0,0,0,0,-46,13.599999999999994,82.07,MEDIUM
1775,6.564,2.706,0.0,-1.0,0,0,0,-46,13.599999999999994,82.28,MEDIUM
1780,4.744,0.15,0.0,-1.0,0,0,0,-46,9.5,82.33,MEDIUM
1785,4.401,0.808,0.0,-1.0,0,0,0,-46,9.5,82.44,MEDIUM
1790,4.519,0.52,0.0,-1.0,0,0,0,-46,9.5,82.49,MEDIUM
1795,5.386,0.523,0.0,0.0,0,0,0,-46,13.599999999999994,82.65,MEDIUM
1800,5.743,1.487,0.0,-1.0,0,0,0,-46,10.0,81.87,MEDIUM
1805,3.864,0.547,0.0,-1.0,0,0,0,-46,13.599999999999994,81.61,MEDIUM
1810,4.816,0.199,0.0,-1.0,0,0,0,-46,13.599999999999994,81.55,MEDIUM
1815,16.381,16.038,0.0,-1.0,0,0,0,-46,17.400000000000006,81.55,MEDIUM
1820,4.697,0.578,0.0,0.0,0,0,0,-46,9.5,81.55,MEDIUM
1825,4.408,0.559,0.0,-1.0,0,0,0,-46,10.0,81.61,MEDIUM
1830,4.845,0.542,0.0,-1.0,0,0,0,-46,13.599999999999994,81.61,MEDIUM
1835,6.188,0.304,0.0,-1.0,0,0,0,-46,10.0,81.4,MEDIUM
1840,5.179,0.334,0.0,-1.0,0,0,0,-46,9.5,81.4,MEDIUM
1845,4.35,0.825,0.0,0.0,0,0,0,-46,9.5,80.3,MEDIUM
1850,4.69,0.072,0.0,-1.0,0,0,0,-46,13.599999999999994,80.46,MEDIUM
1855,4.883,0.782,0.0,-1.0,0,0,0,-46,13.599999999999994,80.61,MEDIUM
1860,5.219,0.537,0.0,-1.0,0,0,0,-46,9.5,80.77,MEDIUM
1865,4.598,0.997,0.0,-1.0,0,0,0,-46,9.5,80.82,MEDIUM
1870,5.587,0.505,0.0,0.0,0,0,0,-46,18.200000000000003,80.93,MEDIUM
1875,4.611,1.119,0.0,-1.0,0,0,0,-46,10.0,81.03,MEDIUM
1880,4.063,1.102,0.0,-1.0,0,0,0,-46,10.0,81.08,MEDIUM
1885,4.625,0.446,0.0,-1.0,0,0,0,-46,68.4,80.51,MEDIUM
1890,3.811,0.326,0.0,-1.0,0,0,0,-46,14.299999999999997,80.98,MEDIUM
1895,4.153,0.596,0.0,0.0,0,0,0,-46,10.0,81.14,MEDIUM
1900,4.755,0.371,0.0,-1.0,0,0,0,-46,13.599999999999994,81.24,MEDIUM
1905,4.436,0.194,0.0,-1.0,0,0,0,-46,9.5,81.5,MEDIUM
1910,3.938,0.62,0.0,-1.0,0,0,0,-46,9.5,81.61,MEDIUM
1915,4.698,0.688,0.0,-1.0,0,0,0,-46,9.5,81.71,MEDIUM
1920,4.749,0.797,0.0,0.0,0,0,0,-46,10.0,81.81,MEDIUM
1925,4.632,0.243,0.0,-1.0,0,0,0,-46,9.5,81.66,MEDIUM
1930,4.65,0.797,0.0,-1.0,0,0,0,-46,9.5,81.76,MEDIUM
1935,4.674,0.766,0.0,-1.0,0,0,0,-46,13.599999999999994,81.87,MEDIUM
1940,4.659,0.339,0.0,-1.0,0,0,0,-46,10.0,81.97,MEDIUM
1945,3.66,0.319,0.0,0.0,0,0,0,-46,22.700000000000003,82.13,MEDIUM
1951,5.134,0.531,0.0,-1.0,0,0,0,-46,15.0,82.02,MEDIUM
1955,3.887,0.263,0.0,-1.0,0,0,0,-46,13.0,82.18,MEDIUM
1960,5.097,1.015,0.0,-1.0,0,0,0,-46,13.599999999999994,80.82,MEDIUM
1966,3.829,0.524,0.0,-1.0,0,0,0,-46,69.6,79.62,MEDIUM
1970,6.586,1.988,0.0,0.0,0,0,0,-46,9.5,82.28,MEDIUM
1975,4.667,0.231,0.0,-1.0,0,0,0,-46,9.5,82.28,MEDIUM
1980,4.76,0.686,0.0,-1.0,0,0,0,-46,9.5,82.28,MEDIUM
1985,5.238,1.756,0.0,-1.0,0,0,0,-46,9.5,82.28,MEDIUM
1990,4.83,0.635,0.0,-1.0,0,0,0,-46,9.5,82.28,MEDIUM
1995,4.946,0.71,0.0,0.0,0,0,0,-46,9.5,82.28,MEDIUM
2000,4.595,0.831,0.0,-1.0,0,0,0,-46,5.0,81.81,MEDIUM
2005,4.694,0.704,0.0,-1.0,0,0,0,-46,15.799999999999997,81.81,MEDIUM
2010,4.416,0.545,0.0,-1.0,0,0,0,-46,10.0,81.81,MEDIUM
2015,4.711,0.425,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2020,4.567,0.286,0.0,0.0,0,0,0,-46,9.5,81.81,MEDIUM
2025,4.789,0.191,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2030,5.665,1.401,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2035,5.921,1.11,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2040,4.632,0.614,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2045,4.402,0.491,0.0,0.0,0,0,0,-46,9.099999999999994,81.81,MEDIUM
2050,4.593,0.759,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2055,4.987,0.646,0.0,-1.0,0,0,0,-46,13.599999999999994,81.03,MEDIUM
2060,4.334,0.051,0.0,-1.0,0,0,0,-46,9.5,81.19,MEDIUM
2065,4.488,0.397,0.0,-1.0,0,0,0,-46,15.0,81.4,MEDIUM
2071,4.202,0.466,0.0,0.0,0,0,0,-46,13.599999999999994,81.5,MEDIUM
2075,4.26,0.277,0.0,-1.0,0,0,0,-46,9.5,81.5,MEDIUM
2080,5.005,1.911,0.0,-1.0,0,0,0,-46,5.0,81.55,MEDIUM
2085,4.463,0.141,0.0,-1.0,0,0,0,-46,9.099999999999994,81.97,MEDIUM
2091,4.254,0.442,0.0,-1.0,0,0,0,-46,13.599999999999994,82.07,MEDIUM
2096,5.203,0.314,0.0,0.0,0,0,0,-46,5.299999999999997,81.4,MEDIUM
2101,4.504,0.676,0.0,-1.0,0,0,0,-46,9.5,81.45,MEDIUM
2106,4.994,0.755,0.0,-1.0,0,0,0,-46,13.599999999999994,81.45,MEDIUM
2111,4.887,0.882,0.0,-1.0,0,0,0,-46,5.0,81.61,MEDIUM
2116,6.152,2.014,0.0,-1.0,0,0,0,-46,9.5,81.61,MEDIUM
2121,4.21,0.834,0.0,0.0,0,0,0,-46,14.299999999999997,81.66,MEDIUM
2126,4.009,0.678,0.0,-1.0,0,0,0,-46,33.3,81.71,MEDIUM
2131,4.531,0.644,0.0,-1.0,0,0,0,-46,9.5,79.83,MEDIUM
2136,4.899,0.43,0.0,-1.0,0,0,0,-46,9.5,79.0,MEDIUM
2141,4.963,0.371,0.0,-1.0,0,0,0,-46,9.5,79.0,MEDIUM
2146,4.602,0.315,0.0,0.0,0,0,0,-46,13.599999999999994,79.05,MEDIUM
2151,4.862,0.351,0.0,-1.0,0,0,0,-46,10.0,79.21,MEDIUM
2156,4.396,0.398,0.0,-1.0,0,0,0,-46,14.299999999999997,79.21,MEDIUM
2161,5.176,0.965,0.0,-1.0,0,0,0,-46,4.799999999999997,79.31,MEDIUM
2166,4.548,0.168,0.0,-1.0,0,0,0,-46,9.5,79.42,MEDIUM
2171,4.007,0.627,0.0,0.0,0,0,0,-46,14.299999999999997,79.42,MEDIUM
2176,4.507,0.248,0.0,-1.0,0,0,0,-46,13.599999999999994,79.57,MEDIUM
2181,4.164,0.566,0.0,-1.0,0,0,0,-46,5.0,79.73,MEDIUM
2186,4.109,0.359,0.0,-1.0,0,0,0,-46,19.0,79.73,MEDIUM
2191,4.651,0.841,0.0,-1.0,0,0,0,-46,5.0,79.73,MEDIUM
2196,4.991,0.423,0.0,0.0,0,0,0,-46,9.099999999999994,79.83,MEDIUM
2201,5.904,0.523,0.0,-1.0,0,0,0,-46,9.5,79.83,MEDIUM
2206,4.713,0.419,0.0,-1.0,0,0,0,-46,9.5,79.83,MEDIUM
2211,4.089,1.08,0.0,-1.0,0,0,0,-46,9.5,79.99,MEDIUM
2216,5.139,0.638,0.0,-1.0,0,0,0,-46,14.299999999999997,79.99,MEDIUM
2221,4.535,0.926,0.0,0.0,0,0,0,-46,9.5,80.04,MEDIUM
2226,5.151,0.757,0.0,-1.0,0,0,0,-46,9.5,80.04,MEDIUM
2231,4.004,0.215,0.0,-1.0,0,0,0,-46,9.5,80.2,MEDIUM
2236,4.64,1.042,0.0,-1.0,0,0,0,-46,9.5,80.2,MEDIUM
2241,4.935,0.743,0.0,-1.0,0,0,0,-46,9.5,80.3,MEDIUM
2246,4.739,0.493,0.0,0.0,0,0,0,-46,15.0,80.3,MEDIUM
2251,5.022,0.554,0.0,-1.0,0,0,0,-46,9.5,80.3,MEDIUM
2256,4.82,0.257,0.0,-1.0,0,0,0,-46,55.6,80.61,MEDIUM
2261,4.161,0.564,0.0,-1.0,0,0,0,-46,13.599999999999994,80.77,MEDIUM
2266,4.175,0.809,0.0,-1.0,0,0,0,-46,13.599999999999994,81.19,MEDIUM
2271,4.541,0.358,0.0,0.0,0,0,0,-46,9.5,81.24,MEDIUM
2276,4.294,0.867,0.0,-1.0,0,0,0,-46,18.200000000000003,81.29,MEDIUM
2281,5.21,0.162,0.0,-1.0,0,0,0,-46,14.299999999999997,81.34,MEDIUM
2286,4.696,0.12,0.0,-1.0,0,0,0,-46,10.0,81.5,MEDIUM
2291,4.194,0.758,0.0,-1.0,0,0,0,-46,9.5,80.88,MEDIUM
2296,5.192,0.92,0.0,0.0,0,0,0,-46,13.599999999999994,80.61,MEDIUM
2301,4.765,0.321,0.0,-1.0,0,0,0,-46,9.5,80.61,MEDIUM
2306,4.096,0.274,0.0,-1.0,0,0,0,-46,18.200000000000003,80.61,MEDIUM
2311,4.121,0.18,0.0,-1.0,0,0,0,-46,9.099999999999994,80.61,MEDIUM
2316,4.316,0.579,0.0,-1.0,0,0,0,-46,13.599999999999994,80.61,MEDIUM
2321,5.127,0.543,0.0,0.0,0,0,0,-46,10.0,80.61,MEDIUM
2326,4.321,0.092,0.0,-1.0,0,0,0,-46,9.5,80.61,MEDIUM
2331,4.811,1.475,0.0,-1.0,0,0,0,-46,9.5,80.61,MEDIUM
2336,5.731,0.284,0.0,-1.0,0,0,0,-46,18.200000000000003,80.61,MEDIUM
2341,4.689,0.971,0.0,-1.0,0,0,0,-46,13.599999999999994,80.61,MEDIUM
2346,4.807,0.862,0.0,0.0,0,0,0,-46,9.5,80.61,MEDIUM
2351,4.905,0.901,0.0,-1.0,0,0,0,-46,9.5,80.61,MEDIUM
2356,4.798,1.219,0.0,-1.0,0,0,0,-46,13.599999999999994,80.67,MEDIUM
2361,4.229,0.288,0.0,-1.0,0,0,0,-46,9.5,80.67,MEDIUM
2366,4.699,0.783,0.0,-1.0,0,0,0,-46,10.0,80.46,MEDIUM
2371,5.639,0.21,0.0,0.0,0,0,0,-46,10.0,81.14,MEDIUM
2376,5.707,1.743,0.0,-1.0,0,0,0,-46,9.099999999999994,81.24,MEDIUM
2381,5.338,0.21,0.0,-1.0,0,0,0,-46,13.599999999999994,81.29,MEDIUM
2386,5.061,1.38,0.0,-1.0,0,0,0,-46,12.5,81.4,MEDIUM
2391,4.636,0.899,0.0,-1.0,0,0,0,-46,20.0,81.08,MEDIUM
2396,5.113,0.599,0.0,0.0,0,0,0,-46,9.5,81.29,MEDIUM
2401,3.973,0.492,0.0,-1.0,0,0,0,-46,16.0,81.4,MEDIUM
2406,4.717,0.732,0.0,-1.0,0,0,0,-46,13.599999999999994,81.45,MEDIUM
2411,7.386,3.849,0.0,-1.0,0,0,0,-46,9.5,81.5,MEDIUM
2416,4.393,0.845,0.0,-1.0,0,0,0,-46,17.400000000000006,81.71,MEDIUM
2421,8.218,2.014,0.0,0.0,0,0,0,-46,9.5,81.81,MEDIUM
2426,4.26,0.101,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
2431,4.511,0.447,0.0,-1.0,0,0,0,-46,13.599999999999994,81.81,MEDIUM
2436,4.634,0.557,0.0,-1.0,0,0,0,-46,20.0,82.13,MEDIUM
2441,4.021,0.485,0.0,-1.0,0,0,0,-46,9.5,82.13,MEDIUM
2446,6.717,3.238,0.0,0.0,0,0,0,-46,9.5,82.39,MEDIUM
2451,4.858,0.384,0.0,-1.0,0,0,0,-46,4.799999999999997,80.82,MEDIUM
2456,4.576,0.562,0.0,-1.0,0,0,0,-46,9.5,80.72,MEDIUM
2461,4.194,0.202,0.0,-1.0,0,0,0,-46,10.0,80.72,MEDIUM
2466,5.309,0.876,0.0,-1.0,0,0,0,-46,13.599999999999994,80.67,MEDIUM
2471,4.128,0.565,0.0,0.0,0,0,0,-46,9.5,80.98,MEDIUM
2476,4.642,0.213,0.0,-1.0,0,0,0,-46,14.299999999999997,81.03,MEDIUM
2481,4.489,0.549,0.0,-1.0,0,0,0,-46,10.0,81.19,MEDIUM
2486,4.437,0.619,0.0,-1.0,0,0,0,-46,13.599999999999994,81.19,MEDIUM
2491,5.754,0.837,0.0,-1.0,0,0,0,-46,10.5,81.24,MEDIUM
2496,4.426,0.755,0.0,0.0,0,0,0,-46,9.5,81.45,MEDIUM
2501,4.994,0.634,0.0,-1.0,0,0,0,-46,9.5,80.93,MEDIUM
2506,5.414,0.624,0.0,-1.0,0,0,0,-46,13.599999999999994,80.93,MEDIUM
2511,4.785,0.37,0.0,-1.0,0,0,0,-46,13.0,80.93,MEDIUM
2516,4.093,0.286,0.0,-1.0,0,0,0,-46,13.0,81.14,MEDIUM
2521,4.943,0.476,0.0,0.0,0,0,0,-46,13.599999999999994,81.14,MEDIUM
2526,4.433,0.374,0.0,-1.0,0,0,0,-46,9.099999999999994,81.14,MEDIUM
2531,5.351,0.293,0.0,-1.0,0,0,0,-46,9.099999999999994,81.14,MEDIUM
2536,5.016,1.042,0.0,-1.0,0,0,0,-46,10.0,81.19,MEDIUM
2541,4.125,0.296,0.0,-1.0,0,0,0,-46,9.5,81.19,MEDIUM
2546,5.57,0.399,0.0,0.0,0,0,0,-46,13.599999999999994,81.34,MEDIUM
2551,4.491,0.116,0.0,-1.0,0,0,0,-46,9.5,81.45,MEDIUM
2556,4.564,0.498,0.0,-1.0,0,0,0,-46,13.599999999999994,81.5,MEDIUM
2561,3.877,0.193,0.0,-1.0,0,0,0,-46,9.5,81.5,MEDIUM
2566,5.733,1.063,0.0,-1.0,0,0,0,-46,9.099999999999994,81.66,MEDIUM
2571,4.75,0.163,0.0,0.0,0,0,0,-46,13.599999999999994,81.76,MEDIUM
2576,4.978,0.318,0.0,-1.0,0,0,0,-46,14.299999999999997,81.81,MEDIUM
2581,5.586,0.505,0.0,-1.0,0,0,0,-46,14.299999999999997,81.92,MEDIUM
2586,5.468,0.398,0.0,-1.0,0,0,0,-46,13.599999999999994,82.07,MEDIUM
2591,4.097,0.382,0.0,-1.0,0,0,0,-46,13.599999999999994,82.07,MEDIUM
2596,4.336,0.977,0.0,0.0,0,0,0,-46,9.5,82.49,MEDIUM
2601,4.853,0.543,0.0,-1.0,0,0,0,-46,13.599999999999994,83.12,MEDIUM
2606,4.576,0.777,0.0,-1.0,0,0,0,-46,13.599999999999994,81.66,MEDIUM
2611,4.118,0.492,0.0,-1.0,0,0,0,-46,9.099999999999994,81.71,MEDIUM
2616,4.431,0.212,0.0,-1.0,0,0,0,-46,5.0,81.45,MEDIUM
2621,4.708,0.387,0.0,0.0,0,0,0,-46,9.5,81.55,MEDIUM
2626,4.66,0.97,0.0,-1.0,0,0,0,-46,13.0,81.76,MEDIUM
2631,5.071,0.754,0.0,-1.0,0,0,0,-46,10.0,81.71,MEDIUM
2636,4.726,0.474,0.0,-1.0,0,0,0,-46,9.5,81.71,MEDIUM
2641,3.939,0.454,0.0,-1.0,0,0,0,-46,9.5,81.76,MEDIUM
2646,5.031,0.219,0.0,0.0,0,0,0,-46,5.0,81.76,MEDIUM
2651,4.454,0.286,0.0,-1.0,0,0,0,-46,13.599999999999994,81.76,MEDIUM
2656,5.226,0.799,0.0,-1.0,0,0,0,-46,10.0,81.76,MEDIUM
2661,4.25,0.578,0.0,-1.0,0,0,0,-46,9.5,80.77,MEDIUM
2666,4.452,0.818,0.0,-1.0,0,0,0,-46,9.099999999999994,80.82,MEDIUM
2671,4.59,0.06,0.0,0.0,0,0,0,-46,9.099999999999994,80.93,MEDIUM
2676,4.79,0.455,0.0,-1.0,0,0,0,-46,9.5,81.03,MEDIUM
2681,4.004,0.057,0.0,-1.0,0,0,0,-46,9.5,81.03,MEDIUM
2686,4.02,0.715,0.0,-1.0,0,0,0,-46,13.599999999999994,81.08,MEDIUM
2691,4.58,0.246,0.0,-1.0,0,0,0,-46,13.599999999999994,81.29,MEDIUM
2696,4.906,0.909,0.0,0.0,0,0,0,-46,9.5,81.34,MEDIUM
2701,4.246,0.399,0.0,-1.0,0,0,0,-46,9.5,83.27,MEDIUM
2706,4.32,0.366,0.0,-1.0,0,0,0,-46,13.599999999999994,83.38,MEDIUM
2711,4.463,0.207,0.0,-1.0,0,0,0,-46,9.5,83.59,MEDIUM
2716,4.199,0.435,0.0,-1.0,0,0,0,-46,9.099999999999994,83.38,MEDIUM
2721,5.961,2.603,0.0,0.0,0,0,0,-46,9.5,83.53,MEDIUM
2726,4.762,0.391,0.0,-1.0,0,0,0,-46,14.299999999999997,83.53,MEDIUM
2731,4.51,0.033,0.0,-1.0,0,0,0,-46,23.799999999999997,83.48,MEDIUM
2736,4.355,0.311,0.0,-1.0,0,0,0,-46,14.299999999999997,83.59,MEDIUM
2741,4.733,0.597,0.0,-1.0,0,0,0,-46,9.5,83.59,MEDIUM
2746,4.836,1.363,0.0,0.0,0,0,0,-46,10.0,83.59,MEDIUM
2751,4.998,0.48,0.0,-1.0,0,0,0,-46,13.599999999999994,83.59,MEDIUM
2756,4.7,1.015,0.0,-1.0,0,0,0,-46,13.599999999999994,83.59,MEDIUM
2761,5.146,1.021,0.0,-1.0,0,0,0,-46,13.599999999999994,82.07,MEDIUM
2766,4.465,0.266,0.0,-1.0,0,0,0,-46,9.5,81.66,MEDIUM
2771,4.465,0.397,0.0,0.0,0,0,0,-46,21.700000000000003,81.71,MEDIUM
2776,4.968,0.208,0.0,-1.0,0,0,0,-46,9.5,81.71,MEDIUM
2781,4.979,0.355,0.0,-1.0,0,0,0,-46,10.0,81.71,MEDIUM
2786,4.45,0.329,0.0,-1.0,0,0,0,-46,14.299999999999997,81.71,MEDIUM
2791,4.149,0.088,0.0,-1.0,0,0,0,-46,9.5,81.71,MEDIUM
2796,5.084,1.036,0.0,0.0,0,0,0,-46,13.599999999999994,81.81,MEDIUM
2801,4.664,0.638,0.0,-1.0,0,0,0,-46,14.299999999999997,81.81,MEDIUM
2806,4.739,0.261,0.0,-1.0,0,0,0,-46,10.0,81.92,MEDIUM
2811,4.596,0.755,0.0,-1.0,0,0,0,-46,5.0,81.92,MEDIUM
2816,4.945,0.425,0.0,-1.0,0,0,0,-46,9.5,81.92,MEDIUM
2821,4.39,0.785,0.0,0.0,0,0,0,-46,9.5,81.66,MEDIUM
2826,4.737,0.364,0.0,-1.0,0,0,0,-46,9.5,81.76,MEDIUM
2831,4.0,0.548,0.0,-1.0,0,0,0,-46,9.5,81.76,MEDIUM
2836,4.735,0.401,0.0,-1.0,0,0,0,-46,9.5,81.87,MEDIUM
2841,3.633,1.294,0.0,-1.0,0,0,0,-46,52.9,81.61,MEDIUM
2846,5.265,0.374,0.0,0.0,0,0,0,-46,13.599999999999994,81.66,MEDIUM
2851,5.014,0.899,0.0,-1.0,0,0,0,-46,13.0,82.18,MEDIUM
2856,5.816,0.433,0.0,-1.0,0,0,0,-46,13.599999999999994,82.39,MEDIUM
2861,4.064,0.437,0.0,-1.0,0,0,0,-46,5.0,82.44,MEDIUM
2866,4.32,1.089,0.0,-1.0,0,0,0,-46,16.700000000000003,82.65,MEDIUM
2871,4.946,1.304,0.0,0.0,0,0,0,-46,9.5,82.54,MEDIUM
2876,4.73,0.379,0.0,-1.0,0,0,0,-46,14.299999999999997,82.49,MEDIUM
2881,4.671,0.705,0.0,-1.0,0,0,0,-46,13.599999999999994,82.7,MEDIUM
2886,4.496,1.421,0.0,-1.0,0,0,0,-46,9.5,82.8,MEDIUM
2891,4.647,0.35,0.0,-1.0,0,0,0,-46,10.0,82.91,MEDIUM
2896,5.101,0.142,0.0,0.0,0,0,0,-46,9.5,83.01,MEDIUM
2901,4.344,0.711,0.0,-1.0,0,0,0,-46,14.299999999999997,82.07,MEDIUM
2906,4.101,0.214,0.0,-1.0,0,0,0,-46,9.5,82.18,MEDIUM
2911,4.523,0.143,0.0,-1.0,0,0,0,-46,9.5,82.33,MEDIUM
2916,4.283,0.698,0.0,-1.0,0,0,0,-46,5.0,82.75,MEDIUM
2921,4.399,0.691,0.0,0.0,0,0,0,-46,13.0,81.14,MEDIUM
2926,4.702,0.75,0.0,-1.0,0,0,0,-46,17.400000000000006,81.08,MEDIUM
2931,4.385,0.353,0.0,-1.0,0,0,0,-46,4.799999999999997,81.14,MEDIUM
2936,4.454,0.967,0.0,-1.0,0,0,0,-46,9.5,81.19,MEDIUM
2941,4.965,0.649,0.0,-1.0,0,0,0,-46,9.5,81.24,MEDIUM
2946,4.98,0.405,0.0,0.0,0,0,0,-46,4.799999999999997,81.24,MEDIUM
2951,4.359,0.29,0.0,-1.0,0,0,0,-46,13.599999999999994,81.29,MEDIUM
2956,4.865,0.357,0.0,-1.0,0,0,0,-46,9.099999999999994,81.34,MEDIUM
2961,4.449,0.305,0.0,-1.0,0,0,0,-46,13.599999999999994,81.29,MEDIUM
2966,5.101,0.411,0.0,-1.0,0,0,0,-46,9.099999999999994,81.4,MEDIUM
2971,5.308,0.827,0.0,0.0,0,0,0,-46,9.5,81.4,MEDIUM
2976,4.535,0.243,0.0,-1.0,0,0,0,-46,14.299999999999997,81.4,MEDIUM
2981,4.714,0.543,0.0,-1.0,0,0,0,-46,9.5,81.61,MEDIUM
2986,4.767,0.734,0.0,-1.0,0,0,0,-46,10.0,81.71,MEDIUM
2991,4.286,0.506,0.0,-1.0,0,0,0,-46,13.599999999999994,81.81,MEDIUM
2996,4.738,0.399,0.0,0.0,0,0,0,-46,9.5,81.81,MEDIUM
3001,4.926,0.216,0.0,-1.0,0,0,0,-46,14.299999999999997,81.81,MEDIUM
3006,4.56,0.453,0.0,-1.0,0,0,0,-46,18.200000000000003,81.81,MEDIUM
3011,4.581,1.077,0.0,-1.0,0,0,0,-46,14.299999999999997,81.45,MEDIUM
3016,4.25,0.537,0.0,-1.0,0,0,0,-46,14.299999999999997,81.66,MEDIUM
3021,5.419,1.717,0.0,0.0,0,0,0,-46,13.599999999999994,81.66,MEDIUM
3026,6.773,2.41,0.0,-1.0,0,0,0,-46,17.400000000000006,81.87,MEDIUM
